Country,Year,Phase,Fatalities,Cause
France,1989,Takeoff,3,Technical failure
Russia,1989,Taxiing,0,Other
Portugal,1989,Landing,144,Human factor
Russia,1989,Takeoff,0,Other
Mozambique,1989,Landing,0,Other
Romania,1989,Takeoff,5,Human factor
United States of America,1989,Flight,1,Technical failure
World,1989,Flight,0,Technical failure
United States of America,1989,Landing,0,Human factor
Brazil,1989,Landing,0,Human factor
United States of America,1989,Flight,10,Human factor
Malaysia,1989,Landing,4,Human factor
United States of America,1989,Landing,8,Human factor
Ethiopia,1989,,0,Other
Switzerland,1989,Landing,11,Human factor
Finland,1989,Landing,7,Human factor
Honduras,1989,Landing,10,Human factor
United States of America,1989,Landing,0,Human factor
Kazakhstan,1989,Taxiing,0,Weather
United States of America,1989,Flight,1,Human factor
Canada,1989,Takeoff,2,Technical failure
Puerto Rico,1989,Landing,0,Technical failure
United States of America,1989,Landing,0,Human factor
United States of America,1989,Flight,3,Human factor
United States of America,1989,Takeoff,1,Human factor
Canada,1989,Takeoff,24,Human factor
Angola,1989,Flight,5,Terrorism
Peru,1989,Landing,10,Human factor
United States of America,1989,Takeoff,5,Human factor
France,1989,Landing,3,Other
Ukraine,1989,Flight,6,Other
United States of America,1989,Landing,2,Human factor
Argentina,1989,Takeoff,2,Other
Russia,1989,Flight,0,Technical failure
United States of America,1989,Takeoff,2,Human factor
New Zealand,1989,Landing,0,Human factor
Brazil,1989,Landing,25,Human factor
Angola,1989,Flight,0,Terrorism
United States of America,1989,Landing,1,Human factor
Russia,1989,Landing,0,Other
Ukraine,1989,Landing,0,Other
Saudi Arabia,1989,Takeoff,0,Other
United States of America,1989,Landing,1,Human factor
Bahamas,1989,Landing,1,Other
United States of America,1989,Takeoff,5,Technical failure
Philippines,1989,Landing,0,Other
Australia,1989,Landing,1,Other
Peru,1989,Landing,0,Other
Canada,1989,Flight,1,Human factor
New Zealand,1989,Takeoff,1,Technical failure
Belarus,1989,Takeoff,1,Human factor
Russia,1989,Flight,0,Technical failure
Angola,1989,Landing,0,Terrorism
France,1989,Flight,22,Human factor
United States of America,1989,Takeoff,3,Technical failure
United States of America,1989,Flight,2,Human factor
United States of America,1989,Flight,0,Human factor
Ukraine,1989,Flight,2,Human factor
Russia,1989,Landing,0,Other
United States of America,1989,Flight,2,Human factor
Bolivia,1989,Takeoff,1,Technical failure
Venezuela,1989,Flight,11,Human factor
Germany,1989,Landing,0,Human factor
Russia,1989,Landing,0,Human factor
Germany,1989,Flight,7,Human factor
United States of America,1989,Landing,0,Human factor
Colombia,1989,Takeoff,7,Other
Bahamas,1989,Landing,0,Other
Russia,1989,Flight,5,Human factor
United States of America,1989,Flight,2,Human factor
United States of America,1989,Takeoff,1,Human factor
Norway,1989,Landing,0,Technical failure
Mexico,1989,Landing,6,Technical failure
Russia,1989,Takeoff,1,Other
Zimbabwe,1989,Landing,8,Human factor
United States of America,1989,Landing,1,Human factor
Philippines,1989,Takeoff,0,Technical failure
Russia,1989,Flight,0,Other
Sweden,1989,Landing,16,Human factor
United Kingdom,1989,Flight,2,Other
Russia,1989,Flight,0,Human factor
United States of America,1989,Flight,1,Human factor
Belarus,1989,Flight,4,Human factor
Poland,1989,Flight,0,Other
Peru,1989,Takeoff,0,Other
Germany,1989,Flight,1,Human factor
Kenya,1989,Takeoff,0,Other
Malaysia,1989,Landing,6,Technical failure
Mexico,1989,Takeoff,0,Other
Peru,1989,Flight,9,Human factor
Canada,1989,Landing,0,Technical failure
Italy,1989,Landing,2,Human factor
Peru,1989,Flight,5,Other
Australia,1989,Flight,0,Human factor
United States of America,1989,Flight,3,Human factor
Russia,1989,Flight,0,Weather
Romania,1989,Flight,4,Other
Canada,1989,Takeoff,0,Other
United States of America,1989,Landing,1,Human factor
Mexico,1989,Flight,4,Other
United States of America,1989,Landing,0,Other
United States of America,1989,Flight,3,Weather
United States of America,1989,Landing,0,Human factor
Guyana,1989,Takeoff,2,Other
Spain,1989,Landing,0,Technical failure
Russia,1989,Flight,0,Technical failure
Libya,1989,Takeoff,0,Technical failure
Suriname,1989,Landing,176,Human factor
Canada,1989,Flight,0,Technical failure
United States of America,1989,Flight,11,Human factor
Colombia,1989,Flight,6,Human factor
Russia,1989,Flight,0,Human factor
France,1989,Takeoff,0,Human factor
Kazakhstan,1989,Landing,0,Other
Papua New Guinea,1989,Flight,2,Other
United States of America,1989,Takeoff,0,Technical failure
Germany,1989,Takeoff,21,Other
Iran,1989,Landing,6,Terrorism
France,1989,Flight,1,Other
United States of America,1989,Flight,4,Weather
Peru,1989,Flight,62,Other
United States of America,1989,Takeoff,3,Technical failure
Canada,1989,Takeoff,3,Other
Kazakhstan,1989,Landing,0,Other
Canada,1989,Flight,4,Human factor
United States of America,1989,Takeoff,0,Human factor
Uzbekistan,1989,Flight,0,Human factor
Taiwan,1989,Takeoff,13,Technical failure
Cameroon,1989,Landing,3,Human factor
Somalia,1989,Takeoff,30,Terrorism
United States of America,1989,Takeoff,2,Human factor
Colombia,1989,Landing,0,Other
Australia,1989,Takeoff,0,Human factor
Australia,1989,Flight,1,Human factor
Russia,1989,Takeoff,0,Technical failure
Russia,1989,Landing,0,Other
Vietnam,1989,Landing,31,Human factor
Ethiopia,1989,Landing,0,Technical failure
Russia,1989,Flight,0,Technical failure
United States of America,1989,Landing,0,Human factor
Papua New Guinea,1989,,0,Other
Russia,1989,Flight,0,Human factor
United States of America,1989,Landing,111,Technical failure
United States of America,1989,Takeoff,2,Technical failure
Russia,1989,Flight,10,Human factor
Russia,1989,Flight,2,Human factor
Philippines,1989,Landing,9,Human factor
Papua New Guinea,1989,Landing,3,Other
Mozambique,1989,Flight,0,Other
Angola,1989,Landing,42,Terrorism
United Kingdom,1989,Takeoff,0,Technical failure
United States of America,1989,Flight,0,Human factor
Philippines,1989,Landing,0,Technical failure
Libya,1989,Landing,111,Human factor
Russia,1989,Flight,0,Technical failure
Russia,1989,Landing,0,Human factor
France,1989,Flight,3,Human factor
